source;target
H3O+;HC2O+
H3O+;H2O
C2O;HC2O+
C2O;H2O
H3O+;C3H5+
H3O+;H2O
CH3CCH;C3H5+
CH3CCH;H2O
H3O+;HCSi+
H3O+;H2O
SiC;HCSi+
SiC;H2O
H3O+;CH3CNH+
H3O+;H2O
CH3CN;CH3CNH+
CH3CN;H2O
H3O+;SiCH2+
H3O+;H2O
HCSi;SiCH2+
HCSi;H2O
H3O+;CH3CO+
H3O+;H2O
H2CCO;CH3CO+
H2CCO;H2O
H3O+;HCP+
H3O+;H2O
CP;HCP+
CP;H2O
H3O+;SiNH2+
H3O+;H2O
HNSi;SiNH2+
HNSi;H2O
H3O+;SiCH4+
H3O+;H2O
SiCH3;SiCH4+
SiCH3;H2O
H3O+;PCH2+
H3O+;H2O
HCP;PCH2+
HCP;H2O
H3O+;CH3CHOH+
H3O+;H2O
CH3CHO;CH3CHOH+
CH3CHO;H2O
H3O+;HCS+
H3O+;H2O
CS;HCS+
CS;H2O
H3O+;SiOH+
H3O+;H2O
SiO;SiOH+
SiO;H2O
H3O+;HPN+
H3O+;H2O
PN;HPN+
PN;H2O
H3O+;PCH4+
H3O+;H2O
CH2PH;PCH4+
CH2PH;H2O
H3O+;C2H5OH2+
H3O+;H2O
C2H5OH;C2H5OH2+
C2H5OH;H2O
H3O+;CH3OCH4+
H3O+;H2O
CH3OCH3;CH3OCH4+
CH3OCH3;H2O
H3O+;H3SiO+
H3O+;H2O
H2SiO;H3SiO+
H2SiO;H2O
H3O+;H2PO+
H3O+;H2O
HPO;H2PO+
HPO;H2O
H3O+;C4H+
H3O+;H2O
C4;C4H+
C4;H2O
H3O+;C4H2+
H3O+;H2O
C4H;C4H2+
C4H;H2O
H3O+;HC3N+
H3O+;H2O
C3N;HC3N+
C3N;H2O
H3O+;C4H3+
H3O+;H2O
H2CCCC;C4H3+
H2CCCC;H2O
H3O+;HC3NH+
H3O+;H2O
HC3N;HC3NH+
HC3N;H2O
H3O+;C4H4+
H3O+;H2O
C4H3;C4H4+
C4H3;H2O
H3O+;HC3O+
H3O+;H2O
C3O;HC3O+
C3O;H2O
H3O+;SiC2H+
H3O+;H2O
SiC2;SiC2H+
SiC2;H2O
H3O+;SiC2H2+
H3O+;H2O
SiC2H;SiC2H2+
SiC2H;H2O
H3O+;SiNCH+
H3O+;H2O
SiNC;SiNCH+
SiNC;H2O
H3O+;HC2P+
H3O+;H2O
CCP;HC2P+
CCP;H2O
H3O+;PC2H2+
H3O+;H2O
HC2P;PC2H2+
HC2P;H2O
H3O+;HC2S+
H3O+;H2O
C2S;HC2S+
C2S;H2O
H3O+;CH3COCH4+
H3O+;H2O
CH3COCH3;CH3COCH4+
CH3COCH3;H2O
H3O+;H5C2O2+
H3O+;H2O
HCOOCH3;H5C2O2+
HCOOCH3;H2O
H3O+;HS2+
H3O+;H2O
S2;HS2+
S2;H2O
H3O+;H2S2+
H3O+;H2O
HS2;H2S2+
HS2;H2O
H3O+;H3S2+
H3O+;H2O
H2S2;H3S2+
H2S2;H2O
H3O+;PC3H+
H3O+;H2O
C3P;PC3H+
C3P;H2O
H3O+;HC3S+
H3O+;H2O
C3S;HC3S+
C3S;H2O
H3O+;C6H7+
H3O+;H2O
C6H6;C6H7+
C6H6;H2O
H3O+;PC4H+
H3O+;H2O
C4P;PC4H+
C4P;H2O
H3O+;HC4S+
H3O+;H2O
C4S;HC4S+
C4S;H2O
HF;SiF+
HF;H
Si+;SiF+
Si+;H
Na;HCN
Na;Na+
Na;H
HCNH+;HCN
HCNH+;Na+
HCNH+;H
Na;HNC
Na;Na+
Na;H
HCNH+;HNC
HCNH+;Na+
HCNH+;H
Na;H2CO
Na;Na+
Na;H
H3CO+;H2CO
H3CO+;Na+
H3CO+;H
C2+;C3+
C2+;C
C2;C3+
C2;C
C2+;C4H+
C2+;H
C2H2;C4H+
C2H2;H
C2+;C3N+
C2+;H
HCN;C3N+
HCN;H
C2;CN
C2;C2H+
HCN+;CN
HCN+;C2H+
C2+;CO
C2+;C2H+
HCO;CO
HCO;C2H+
C2;CO
C2;C2H+
HCO+;CO
HCO+;C2H+
C2;N2
C2;C2H+
HN2+;N2
HN2+;C2H+
C2;HCO
C2;C2H+
H2CO+;HCO
H2CO+;C2H+
C2;NO
C2;C2H+
HNO+;NO
HNO+;C2H+
C2+;CO+
C2+;CO
O2;CO+
O2;CO
C2;CO+
C2;CO
O2+;CO+
O2+;CO
C2+;CS+
C2+;C
S;CS+
S;C
C2;CS+
C2;C
S+;CS+
S+;C
C2;O2
C2;C2H+
O2H+;O2
O2H+;C2H+
C2;SiC+
C2;CO
SiO+;SiC+
SiO+;CO
C2H+;C3N+
C2H+;H
CN;C3N+
CN;H
C2H+;C4H2+
C2H+;H
C2H2;C4H2+
C2H2;H
C2H;C4H2+
C2H;H
C2H2+;C4H2+
C2H2+;H
C2H+;C2H2+
C2H+;CN
HCN;C2H2+
HCN;CN
C2H+;HCNH+
C2H+;C2
HCN;HCNH+
HCN;C2
C2H+;HCNH+
C2H+;C2
HNC;HCNH+
HNC;C2
C2H;C2H2+
C2H;CN
HCN+;C2H2+
HCN+;CN
C2H+;HC3N+
C2H+;H
HCN;HC3N+
HCN;H
C2H;C2H2+
C2H;C2H2
C2H3+;C2H2+
C2H3+;C2H2
C2H;C4H2+
C2H;H2
C2H3+;C4H2+
C2H3+;H2
C2H;C4H3+
C2H;H
C2H3+;C4H3+
C2H3+;H
C2H;HCO+
C2H;C2
CO+;HCO+
CO+;C2
C2H;H2C3H+
C2H;CH2
C2H4+;H2C3H+
C2H4+;CH2
C2H;C4H3+
C2H;H2
C2H4+;C4H3+
C2H4+;H2
C2H;SiC2+
C2H;H
Si+;SiC2+
Si+;H
C2H+;CO
C2H+;C2H2+
HCO;CO
HCO;C2H2+
C2H;CO
C2H;C2H2+
HCO+;CO
HCO+;C2H2+
C2H;N2
C2H;C2H2+
HN2+;N2
HN2+;C2H2+
C2H+;H3CO+
C2H+;C2
H2CO;H3CO+
H2CO;C2
C2H;HCO
C2H;C2H2+
H2CO+;HCO
H2CO+;C2H2+
C2H;NO
C2H;C2H2+
HNO+;NO
HNO+;C2H2+
C2H;C2S+
C2H;H
S+;C2S+
S+;H
C2H;O2
C2H;C2H2+
O2H+;O2
O2H+;C2H2+
C2H;C5H2+
C2H;H
C3H2+;C5H2+
C3H2+;H
C2H;C5H3+
C2H;H
C3H3+;C5H3+
C3H3+;H
C2H;C5H3+
C2H;H
H2C3H+;C5H3+
H2C3H+;H
C2H;C5H2+
C2H;H2
C3H3+;C5H2+
C3H3+;H2
C2H;C5H2+
C2H;H2
H2C3H+;C5H2+
H2C3H+;H2
C2H+;HC2O+
C2H+;CO
CO2;HC2O+
CO2;CO
C2H;C6+
C2H;H2
C4H+;C6+
C4H+;H2
C2H;C6H+
C2H;H
C4H+;C6H+
C4H+;H
C2H;C6H2+
C2H;H
C4H2+;C6H2+
C4H2+;H
C2H+;C4H+
C2H+;HCN
HC3N;C4H+
HC3N;HCN
C2H+;C4H2+
C2H+;CN
HC3N;C4H2+
HC3N;CN
C2H+;HC3NH+
C2H+;C2
HC3N;HC3NH+
HC3N;C2
C2H+;HC5N+
C2H+;H
HC3N;HC5N+
HC3N;H
C2H;C6H3+
C2H;H
C4H3+;C6H3+
C4H3+;H
C2H;C7H2+
C2H;H
C5H2+;C7H2+
C5H2+;H
C2H;C8H2+
C2H;H
C6H2+;C8H2+
C6H2+;H
C2H;C9H2+
C2H;H
C7H2+;C9H2+
C7H2+;H
CN;HC3N+
CN;H
C2H2+;HC3N+
C2H2+;H
CN+;C2N2+
CN+;H
HCN;C2N2+
HCN;H
CN+;CO
CN+;HCN+
HCO;CO
HCO;HCN+
CN+;OCN+
CN+;N
NO;OCN+
NO;N
CN+;HCO+
CN+;HCN
H2CO;HCO+
H2CO;HCN
CN;NO
CN;HCN+
HNO+;NO
HNO+;HCN+
CN+;NO+
CN+;CO
O2;NO+
O2;CO
CN+;OCN+
CN+;O
O2;OCN+
O2;O
CN;O2
CN;HCN+
O2H+;O2
O2H+;HCN+
CN+;C2O+
CN+;NO
CO2;C2O+
CO2;NO
CN+;OCN+
CN+;CO
CO2;OCN+
CO2;CO
C2H2+;C4H2+
C2H2+;H2
C2H2;C4H2+
C2H2;H2
C2H2+;C4H3+
C2H2+;H
C2H2;C4H3+
C2H2;H
C2H2+;HCNH+
C2H2+;C2H
HCN;HCNH+
HCN;C2H
C2H2+;HC3NH+
C2H2+;H
HCN;HC3NH+
HCN;H
C2H2+;HCNH+
C2H2+;C2H
HNC;HCNH+
HNC;C2H
C2H2+;H2C3H+
C2H2+;CH2
C2H3;H2C3H+
C2H3;CH2
C2H2+;C4H3+
C2H2+;H2
C2H3;C4H3+
C2H3;H2
C2H2;C4H3+
C2H2;H2
C2H3+;C4H3+
C2H3+;H2
C2H2+;C4H5+
C2H2+;H
C2H4;C4H5+
C2H4;H
C2H2;C4H5+
C2H2;H
C2H4+;C4H5+
C2H4+;H
C2H2+;H2C3H+
C2H2+;CH3
C2H4;H2C3H+
C2H4;CH3
C2H2;C3H3+
C2H2;CH3
C2H4+;C3H3+
C2H4+;CH3
C2H2+;SiC2H+
C2H2+;H
Si;SiC2H+
Si;H
C2H2;SiC2H+
C2H2;H
Si+;SiC2H+
Si+;H
C2H2+;SiC2+
C2H2+;H2
Si;SiC2+
Si;H2
C2H2+;CO
C2H2+;C2H3+
HCO;CO
HCO;C2H3+
C2H2;CO
C2H2;C2H3+
HCO+;CO
HCO+;C2H3+
C2H2;N2
C2H2;C2H3+
HN2+;N2
HN2+;C2H3+
C2H2;C3H3+
C2H2;CH4
C2H5+;C3H3+
C2H5+;CH4
C2H2;C4H5+
C2H2;H2
C2H5+;C4H5+
C2H5+;H2
C2H2;C2H5+
C2H2;C2H3
CH3CH3+;C2H5+
CH3CH3+;C2H3
C2H2;C3H5+
C2H2;CH3
CH3CH3+;C3H5+
CH3CH3+;CH3
C2H2;C4H7+
C2H2;H
CH3CH3+;C4H7+
CH3CH3+;H
C2H2+;C2H4+
C2H2+;C2H4
CH3CH3;C2H4+
CH3CH3;C2H4
C2H2+;C3H5+
C2H2+;CH3
CH3CH3;C3H5+
CH3CH3;CH3
C2H2+;HC2P+
C2H2+;H
P;HC2P+
P;H
C2H2;HC2P+
C2H2;H
P+;HC2P+
P+;H
C2H2;PC2H2+
C2H2;H
PH+;PC2H2+
PH+;H
C2H2+;C2S+
C2H2+;H2
S;C2S+
S;H2
C2H2+;HC2S+
C2H2+;H
S;HC2S+
S;H
C2H2;HC2S+
C2H2;H
S+;HC2S+
S+;H
C2H2+;Si+
C2H2+;C2H4
C2H2+;H2
SiH4;Si+
SiH4;C2H4
SiH4;H2
C2H2+;SiH+
C2H2+;C2H5
SiH4;SiH+
SiH4;C2H5
C2H2+;SiH2+
C2H2+;C2H4
SiH4;SiH2+
SiH4;C2H4
C2H2+;SiH3+
C2H2+;C2H3
SiH4;SiH3+
SiH4;C2H3
C2H2;PC2H2+
C2H2;H2
PH2+;PC2H2+
PH2+;H2
C2H2;PC2H3+
C2H2;H2
PH3+;PC2H3+
PH3+;H2
C2H2;CH2CO+
C2H2;O
O2+;CH2CO+
O2+;O
C2H2;HCO+
C2H2;H
C2H2;CO
O2+;HCO+
O2+;H
O2+;CO
C2H2+;HS
C2H2+;C2H3+
H2S;HS
H2S;C2H3+
C2H2+;H3S+
C2H2+;C2H
H2S;H3S+
H2S;C2H
C2H2;C5H+
C2H2;H
C3+;C5H+
C3+;H
C2H2+;C5H+
C2H2+;H2
C3H;C5H+
C3H;H2
C2H2+;C5H2+
C2H2+;H
C3H;C5H2+
C3H;H
C2H2;C5H2+
C2H2;H
C3H+;C5H2+
C3H+;H
C2H2;C3H+
C2H2;HCN
C2N+;C3H+
C2N+;HCN
C2H2;HC4N+
C2H2;H
C2N+;HC4N+
C2N+;H
C2H2+;C5H3+
C2H2+;H
C3H2;C5H3+
C3H2;H
C2H2+;C5H3+
C2H2+;H
H2CCC;C5H3+
H2CCC;H
C2H2;C5H3+
C2H2;H
C3H2+;C5H3+
C3H2+;H
C2H2+;C5H2+
C2H2+;H2
C3H2;C5H2+
C3H2;H2
C2H2+;C5H2+
C2H2+;H2
H2CCC;C5H2+
H2CCC;H2
C2H2+;C5H3+
C2H2+;H2
C3H3;C5H3+
C3H3;H2
C2H2+;CH3C4H+
C2H2+;H
C3H3;CH3C4H+
C3H3;H
C2H2;C5H3+
C2H2;H2
C3H3+;C5H3+
C3H3+;H2
C2H2+;CH3C4H+
C2H2+;H2
CH3CCH;CH3C4H+
CH3CCH;H2
C2H2+;C5H5+
C2H2+;H
CH3CCH;C5H5+
CH3CCH;H
C2H2;C5H5+
C2H2;H
CH3CCH+;C5H5+
CH3CCH+;H
C2H2+;CH3CNH+
C2H2+;C2H
CH3CN;CH3CNH+
CH3CN;C2H
C2H2+;C3H5+
C2H2+;CN
CH3CN;C3H5+
CH3CN;CN
C2H2+;CH3CCH+
C2H2+;HCN
CH3CN;CH3CCH+
CH3CN;HCN
C2H2;C5H5+
C2H2;H2
C3H5+;C5H5+
C3H5+;H2
C2H2;CO2
C2H2;C2H3+
HCO2+;CO2
HCO2+;C2H3+
C2H2;C3H2+
C2H2;C3
C4+;C3H2+
C4+;C3
C2H2;C6H+
C2H2;H
C4+;C6H+
C4+;H
C2H2;H2CS+
C2H2;CO
SO+;H2CS+
SO+;CO
C2H2;HCS+
C2H2;HCO
SO+;HCS+
SO+;HCO
C2H2;CH2CO+
C2H2;S
SO+;CH2CO+
SO+;S
C2H2+;C6H2+
C2H2+;H
C4H;C6H2+
C4H;H
C2H2;C6H2+
C2H2;H
C4H+;C6H2+
C4H+;H
C2H2+;C6H+
C2H2+;H2
C4H;C6H+
C4H;H2
C2H2+;C6H2+
C2H2+;H2
H2CCCC;C6H2+
H2CCCC;H2
C2H2+;C6H3+
C2H2+;H
H2CCCC;C6H3+
H2CCCC;H
C2H2;C6H3+
C2H2;H
C4H2+;C6H3+
C4H2+;H
C2H2;C4H2+
C2H2;HCN
HC3N+;C4H2+
HC3N+;HCN
C2H2;C2H2+
C2H2;HC3N
HC3N+;C2H2+
HC3N+;HC3N
C2H2;C2H2+
C2H2;NCCN
C2N2+;C2H2+
C2N2+;NCCN
C2H2;C6H4+
C2H2;H2
C4H4+;C6H4+
C4H4+;H2
C2H2;C6H5+
C2H2;H
C4H4+;C6H5+
C4H4+;H
C2H2;SiC4H+
C2H2;H
SiC2+;SiC4H+
SiC2+;H
C2H2;SiC4H+
C2H2;H2
SiC2H+;SiC4H+
SiC2H+;H2
C2H2;C7H+
C2H2;H
C5+;C7H+
C5+;H
C2H2+;C7H+
C2H2+;H2
C5H;C7H+
C5H;H2
C2H2+;C7H2+
C2H2+;H
C5H;C7H2+
C5H;H
C2H2;C5H+
C2H2;HCN
C4N+;C5H+
C4N+;HCN
C2H2+;C7H2+
C2H2+;H2
C5H2;C7H2+
C5H2;H2
C2H2+;C7H3+
C2H2+;H
C5H2;C7H3+
C5H2;H
C2H2;C8H+
C2H2;H
C6+;C8H+
C6+;H
C2H2;C5H2+
C2H2;C3
C6+;C5H2+
C6+;C3
C2H2;C8H2+
C2H2;H
C6H+;C8H2+
C6H+;H
C2H2+;C8H+
C2H2+;H2
C6H;C8H+
C6H;H2
C2H2+;C8H2+
C2H2+;H
C6H;C8H2+
C6H;H
C2H2+;C8H2+
C2H2+;H2
C6H2;C8H2+
C6H2;H2
C2H2+;C8H3+
C2H2+;H
C6H2;C8H3+
C6H2;H
C2H2+;C9H+
C2H2+;H2
C7H;C9H+
C7H;H2
C2H2+;C9H2+
C2H2+;H
C7H;C9H2+
C7H;H
C2H2+;C9H2+
C2H2+;H2
C7H2;C9H2+
C7H2;H2
C2H2;C9H2+
C2H2;H2
C7H2+;C9H2+
C7H2+;H2
C2H2+;C9H3+
C2H2+;H
C7H2;C9H3+
C7H2;H
C2H2;C9H3+
C2H2;H
C7H2+;C9H3+
C7H2+;H
HCN+;HCNH+
HCN+;CN
HCN;HCNH+
HCN;CN
HCN+;HCNH+
HCN+;CN
HNC;HCNH+
HNC;CN
HCN;HCNH+
HCN;C2H2
C2H3+;HCNH+
C2H3+;C2H2
HNC;HCNH+
HNC;C2H2
C2H3+;HCNH+
C2H3+;C2H2
HCN+;HCO+
HCN+;CN
CO;HCO+
CO;CN
HCN;SiNC+
HCN;H
Si+;SiNC+
Si+;H
HNC;SiNC+
HNC;H
Si+;SiNC+
Si+;H
HCN+;HCNH+
HCN+;CO
HCO;HCNH+
HCO;CO
HCN+;H2CO+
HCN+;CN
HCO;H2CO+
HCO;CN
HCN;HCNH+
HCN;CO
HCO+;HCNH+
HCO+;CO
HNC;HCNH+
HNC;CO
HCO+;HCNH+
HCO+;CO
HCN;HCNH+
HCN;N2
HN2+;HCNH+
HN2+;N2
HNC;HCNH+
HNC;N2
HN2+;HCNH+
HN2+;N2
HCN;C2H4
HCN;HCNH+
C2H5+;C2H4
C2H5+;HCNH+
HNC;C2H4
HNC;HCNH+
C2H5+;C2H4
C2H5+;HCNH+
HCN+;H3CO+
HCN+;CN
H2CO;H3CO+
H2CO;CN
HCN;HCO
HCN;HCNH+
H2CO+;HCO
H2CO+;HCNH+
HNC;HCO
HNC;HCNH+
H2CO+;HCO
H2CO+;HCNH+
HCN;NO
HCN;HCNH+
HNO+;NO
HNO+;HCNH+
HNC;NO
HNC;HCNH+
HNO+;NO
HNO+;HCNH+
HCN;H2CO
HCN;HCNH+
H3CO+;H2CO
H3CO+;HCNH+
HNC;H2CO
HNC;HCNH+
H3CO+;H2CO
H3CO+;HCNH+
HCN+;HS+
HCN+;CN
S;HS+
S;CN
HCN;HCNH+
HCN;P
PH+;HCNH+
PH+;P
HCN;O2
HCN;HCNH+
O2H+;O2
O2H+;HCNH+
HNC;O2
HNC;HCNH+
O2H+;O2
O2H+;HCNH+
HCN;S
HCN;HCNH+
HS+;S
HS+;HCNH+
HNC;S
HNC;HCNH+
HS+;S
HS+;HCNH+
HCN;H2S
HCN;HCNH+
H3S+;H2S
H3S+;HCNH+
HNC;H2S
HNC;HCNH+
H3S+;H2S
H3S+;HCNH+
HCN;C3H+
HCN;CN
C3+;C3H+
C3+;CN
HCN;C4N+
HCN;H
C3+;C4N+
C3+;H
HCN+;HCO2+
HCN+;CN
CO2;HCO2+
CO2;CN
HCN;HCNH+
HCN;NCCN
NCCNH+;HCNH+
NCCNH+;NCCN
HCN;HCNH+
HCN;SiS
HSiS+;HCNH+
HSiS+;SiS
C2H3+;C2H5+
C2H3+;C2H
C2H3;C2H5+
C2H3;C2H
C2H3+;C3H3+
C2H3+;CH3
C2H3;C3H3+
C2H3;CH3
C2H3;C2H5+
C2H3;C2H2
C2H4+;C2H5+
C2H4+;C2H2
C2H3+;C2H5+
C2H3+;C2H2
C2H4;C2H5+
C2H4;C2H2
C2H3+;SiC2H+
C2H3+;H2
Si;SiC2H+
Si;H2
C2H3+;SiC2H2+
C2H3+;H
Si;SiC2H2+
Si;H
C2H3;SiC2H2+
C2H3;H
Si+;SiC2H2+
Si+;H
C2H3;C2H4+
C2H3;CO
HCO+;C2H4+
HCO+;CO
C2H3+;C2H5+
C2H3+;C2H4
CH3CH3;C2H5+
CH3CH3;C2H4
C2H3+;C3H5+
C2H3+;CH4
CH3CH3;C3H5+
CH3CH3;CH4
C2H3+;C4H7+
C2H3+;H2
CH3CH3;C4H7+
CH3CH3;H2
C2H3+;HC2S+
C2H3+;H2
S;HC2S+
S;H2
C2H3;HC2S+
C2H3;H2
S+;HC2S+
S+;H2
C2H3+;H3S+
C2H3+;C2H2
H2S;H3S+
H2S;C2H2
C2H3+;C3H2+
C2H3+;C2H2
C3H;C3H2+
C3H;C2H2
C2H3+;C5H2+
C2H3+;H2
C3H;C5H2+
C3H;H2
C2H3+;C5H3+
C2H3+;H
C3H;C5H3+
C3H;H
C2H3+;C3H3+
C2H3+;C2H2
C3H2;C3H3+
C3H2;C2H2
C2H3+;H2C3H+
C2H3+;C2H2
H2CCC;H2C3H+
H2CCC;C2H2
C2H3+;CH3C4H+
C2H3+;H
C3H2;CH3C4H+
C3H2;H
C2H3+;CH3C4H+
C2H3+;H
H2CCC;CH3C4H+
H2CCC;H
C2H3;CH3C4H+
C2H3;H
C3H2+;CH3C4H+
C3H2+;H
C2H3+;C5H3+
C2H3+;H2
C3H2;C5H3+
C3H2;H2
C2H3+;C5H3+
C2H3+;H2
H2CCC;C5H3+
H2CCC;H2
C2H3;C5H3+
C2H3;H2
C3H2+;C5H3+
C3H2+;H2
C2H3+;CH3CCH+
C2H3+;C2H2
C3H3;CH3CCH+
C3H3;C2H2
C2H3+;CH3C4H+
C2H3+;H2
C3H3;CH3C4H+
C3H3;H2
C2H3;CH3C4H+
C2H3;H2
C3H3+;CH3C4H+
C3H3+;H2
C2H3;CH3C4H+
C2H3;H2
H2C3H+;CH3C4H+
H2C3H+;H2
C2H3+;C5H5+
C2H3+;H
C3H3;C5H5+
C3H3;H
C2H3+;C3H5+
C2H3+;C2H2
CH3CCH;C3H5+
CH3CCH;C2H2
C2H3+;C5H5+
C2H3+;H2
CH3CCH;C5H5+
CH3CCH;H2
C2H3+;C6H2+
C2H3+;H2
C4H;C6H2+
C4H;H2
C2H3+;C6H3+
C2H3+;H
C4H;C6H3+
C4H;H
C2H3;C6H3+
C2H3;H
C4H+;C6H3+
C4H+;H
C2H3+;C4H2+
C2H3+;C2H2
C4H;C4H2+
C4H;C2H2
C2H3+;C6H3+
C2H3+;H2
H2CCCC;C6H3+
H2CCCC;H2
C2H3;C6H3+
C2H3;H2
C4H2+;C6H3+
C4H2+;H2
C2H3+;C4H3+
C2H3+;C2H2
H2CCCC;C4H3+
H2CCCC;C2H2
C2H3+;C6H4+
C2H3+;H
H2CCCC;C6H4+
H2CCCC;H
C2H3;C6H4+
C2H3;H
C4H2+;C6H4+
C4H2+;H
C2H3+;HC3NH+
C2H3+;C2H2
HC3N;HC3NH+
HC3N;C2H2
C2H3;C6H4+
C2H3;H2
C4H3+;C6H4+
C4H3+;H2
C2H3;C6H5+
C2H3;H
C4H3+;C6H5+
C4H3+;H
C2H3+;NCCNH+
C2H3+;C2H2
NCCN;NCCNH+
NCCN;C2H2
C2H3+;C5H2+
C2H3+;C2H2
C5H;C5H2+
C5H;C2H2
C2H3+;C7H2+
C2H3+;H2
C5H;C7H2+
C5H;H2
C2H3+;C7H3+
C2H3+;H
C5H;C7H3+
C5H;H
C2H3+;C7H3+
C2H3+;H2
C5H2;C7H3+
C5H2;H2
C2H3;C7H3+
C2H3;H2
C5H2+;C7H3+
C5H2+;H2
C2H3+;C5H3+
C2H3+;C2H2
C5H2;C5H3+
C5H2;C2H2
C2H3+;C7H4+
C2H3+;H
C5H2;C7H4+
C5H2;H
C2H3;C7H4+
C2H3;H
C5H2+;C7H4+
C5H2+;H
C2H3+;C6H2+
C2H3+;C2H2
C6H;C6H2+
C6H;C2H2
C2H3+;C8H2+
C2H3+;H2
C6H;C8H2+
C6H;H2
C2H3+;C8H3+
C2H3+;H
C6H;C8H3+
C6H;H
C2H3+;C6H3+
C2H3+;C2H2
C6H2;C6H3+
C6H2;C2H2
C2H3+;C8H3+
C2H3+;H2
C6H2;C8H3+
C6H2;H2
C2H3;C8H3+
C2H3;H2
C6H2+;C8H3+
C6H2+;H2
C2H3+;C8H4+
C2H3+;H
C6H2;C8H4+
C6H2;H
C2H3;C8H4+
C2H3;H
C6H2+;C8H4+
C6H2+;H
C2H3+;C6H7+
C2H3+;C2H2
C6H6;C6H7+
C6H6;C2H2
C2H3+;C7H2+
C2H3+;C2H2
C7H;C7H2+
C7H;C2H2
C2H3+;C9H2+
C2H3+;H2
C7H;C9H2+
C7H;H2
C2H3+;C9H3+
C2H3+;H
C7H;C9H3+
C7H;H
C2H3+;C7H3+
C2H3+;C2H2
C7H2;C7H3+
C7H2;C2H2
C2H3+;C9H3+
C2H3+;H2
C7H2;C9H3+
C7H2;H2
C2H3;C9H3+
C2H3;H2
C7H2+;C9H3+
C7H2+;H2
C2H3+;C9H4+
C2H3+;H
C7H2;C9H4+
C7H2;H
C2H3;C9H4+
C2H3;H
C7H2+;C9H4+
C7H2+;H
CO;HCO+
CO;N2
HN2+;HCO+
HN2+;N2
CO+;HCO+
CO+;HCO
H2CO;HCO+
H2CO;HCO
CO;NO
CO;HCO+
HNO+;NO
HNO+;HCO+
CO;SiH3
CO;HCO+
SiH4+;SiH3
SiH4+;HCO+
CO;O2
CO;HCO+
O2H+;O2
O2H+;HCO+
CO+;HS
CO+;HCO+
H2S;HS
H2S;HCO+
CO;HCl
CO;HCO+
H2Cl+;HCl
H2Cl+;HCO+
CO;CH2CN
CO;HCO+
CH3CN+;CH2CN
CH3CN+;HCO+
CO;SiN
CO;HCO+
HNSi+;SiN
HNSi+;HCO+
CO;CO2
CO;Si+
SiO+;CO2
SiO+;Si+
CO;CO2
CO;HCO+
HCO2+;CO2
HCO2+;HCO+
CO+;SO+
CO+;CO2
SO2;SO+
SO2;CO2
CO;SO+
CO;CO2
SO2+;SO+
SO2+;CO2
N2+;HN2+
N2+;CO
HCO;HN2+
HCO;CO
N2+;HCO+
N2+;N2
N2+;H
H2CO;HCO+
H2CO;N2
H2CO;H
N2;NO
N2;HN2+
HNO+;NO
HNO+;HN2+
N2;O2
N2;HN2+
O2H+;O2
O2H+;HN2+
N2+;S+
N2+;N2
N2+;H2
H2S;S+
H2S;N2
H2S;H2
N2+;HS+
N2+;N2
N2+;H
H2S;HS+
H2S;N2
H2S;H
N2+;S+
N2+;N2
N2+;CO
OCS;S+
OCS;N2
OCS;CO
HCN;HCNH+
HCN;C2H5
CH3CH3+;HCNH+
CH3CH3+;C2H5
HCN;HCNH+
HCN;CH3CH3
C2H7+;HCNH+
C2H7+;CH3CH3
HCN;CH3CNH+
HCN;CH4
C2H7+;CH3CNH+
C2H7+;CH4
HCN;CH3CNH+
HCN;H2O
CH3OH2+;CH3CNH+
CH3OH2+;H2O
HCN;C4H2+
HCN;CN
C4H+;C4H2+
C4H+;CN
HCN;HC5N+
HCN;H
C4H+;HC5N+
C4H+;H
HCN;NCCNH+
HCN;CN
C2N2+;NCCNH+
C2N2+;CN
HCN;HCN+
HCN;NCCN
C2N2+;HCN+
C2N2+;NCCN
HCN;C5H+
HCN;CN
C5+;C5H+
C5+;CN
HCNH+;SiNC+
HCNH+;H2
Si;SiNC+
Si;H2
HCNH+;H3CO+
HCNH+;HCN
H2CO;H3CO+
H2CO;HCN
HCNH+;H3CO+
HCNH+;HNC
H2CO;H3CO+
H2CO;HNC
HCNH+;H3S+
HCNH+;HCN
H2S;H3S+
H2S;HCN
HCNH+;H3S+
HCNH+;HNC
H2S;H3S+
H2S;HNC
HCNH+;CH3CNH+
HCNH+;HCN
CH3CN;CH3CNH+
CH3CN;HCN
HCNH+;CH3CNH+
HCNH+;HNC
CH3CN;CH3CNH+
CH3CN;HNC
HCNH+;HC3NH+
HCNH+;HCN
HC3N;HC3NH+
HC3N;HCN
HCNH+;HC3NH+
HCNH+;HNC
HC3N;HC3NH+
HC3N;HNC
HCNH+;H4C3N+
HCNH+;HCN
CH2CHCN;H4C3N+
CH2CHCN;HCN
HCNH+;H4C3N+
HCNH+;HNC
CH2CHCN;H4C3N+
CH2CHCN;HNC
H2NC+;SiNC+
H2NC+;H2
Si;SiNC+
Si;H2
C2H4+;C3H5+
C2H4+;CH3
C2H4;C3H5+
C2H4;CH3
C2H4+;C4H7+
C2H4+;H
C2H4;C4H7+
C2H4;H
C2H4;SiC2H3+
C2H4;H
Si+;SiC2H3+
Si+;H
C2H4+;SiC2H2+
C2H4+;H2
Si;SiC2H2+
Si;H2
C2H4+;SiC2H3+
C2H4+;H
